,source_id,bp_rp,phot_g_mean_mag,parallax,teff_val,lum_val
32,2.10524014068289e+18,0.565049,11.010822,0.9758,6658.2354,30.186615000000003
33,2.1279817476976463e+18,0.396201,12.044614,0.7375,7959.0,21.536049
34,2.1279817476976463e+18,0.396201,12.044614,0.7375,7959.0,21.536049
35,2.1279817476976463e+18,0.396,12.0446,0.7375,7959.0,21.536049
36,2.1279817476976463e+18,0.396,12.0446,0.7375,7959.0,21.536049
37,2.10728372048147e+18,0.5036109999999999,10.883266,2.2367,7084.75,6.495673
38,2.10728372048147e+18,0.5036109999999999,10.883266,2.2367,7084.75,6.495673
39,2.0803232787549883e+18,0.372309,11.809238,0.5136,7999.0,55.395045999999994
40,2.0803232787549883e+18,0.372309,11.809238,0.5136,7999.0,55.395045999999994
41,2.0762775226428416e+18,0.6514439999999999,12.236777,1.1275,6379.25,7.317562
42,2.07827536962839e+18,0.517195,11.998021,0.5058,7047.6665,45.461259999999996
