angDist,_RAJ2000,_DEJ2000,GCVS,Per,SpType,M1,e_M1,M2,e_M2,R1,e_R1,R2,e_R2,T1,e_T1,T2,e_T2,logL1,e_logL1,logL2,e_logL2,a,e_a,BibCode,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.000208,0.8259469,32.8458617,TW And,4.12276035,FV+KIV,1.685,,0.325,,2.35,,3.33,,7520,25,4658,,0.63,,1.16,,13.64,,2014AN....335.1064M,Simbad,0.82595,32.84586,0.8259468317065,32.8458616924098,0.001,0.000,90,2874199987159664384,0.82621624002,0.0309,32.84584976557,0.0173,3.8177,0.0442,52.569,0.053,-2.770,0.028,1,4.15059e+06,6.60425e+04,9.143092,2.69044e+06,8.37256e+04,9.276829,1.31329e+06,1.22961e+05,9.466019,-0.189190,,,0,7996.50,,,1.78,11.680
0.000291,356.2231122,45.6865131,WW And,23.28525,A5+F3p,3.18,0.09,0.51,0.09,3.25,,12.47,,8150,,4500,,1.62,,1.76,,53.0,0.5,2012NewA...17..691S,Simbad,356.22311,45.68651,356.2231122220105,45.6865130206679,0.006,0.005,90,1926891142676374656,356.22311206716,0.1759,45.68649066203,0.1380,2.2041,0.2320,-0.025,0.361,-5.193,0.307,1,8.97665e+05,3.02363e+03,10.805580,5.07837e+05,4.23613e+03,11.087076,5.88745e+05,6.05106e+03,10.337101,0.749975,,,0,6019.30,1.1635,0.5890,2.47,7.213
0.000485,320.0667503,-10.8022569,RY Aqr,1.9665826,A7+G8III,1.27,0.07,0.26,0.02,1.39,0.07,1.91,0.11,7650,,4520,122,0.77,0.07,0.13,0.09,7.6,,2016AJ....152...26M,Simbad,320.06675,-10.80226,320.0667503183338,-10.8022570335492,0.001,0.001,90,6892535685232812032,320.06699942071,0.0395,-10.80211366214,0.0346,6.2732,0.0450,56.831,0.075,33.299,0.067,0,5.67231e+06,7.29567e+03,8.803967,3.39144e+06,1.43219e+04,9.025427,3.21738e+06,3.29278e+04,8.493165,0.532262,,,0,6795.00,0.8973,0.4270,1.70,5.580
0.000641,305.5556567,-7.3509592,XZ Aql,2.139181,A2,2.42,0.14,0.45,0.06,2.45,0.07,2.43,0.06,8770,,4744,5,1.48,0.08,0.4,0.08,9.94,0.21,2016AJ....152...33Z,Simbad,305.55566,-7.35096,305.5556566126772,-7.3509590445558,0.001,0.001,90,4216146640300354048,305.55561770133,0.0417,-7.35099708154,0.0350,1.9659,0.0531,-8.963,0.091,-8.834,0.063,0,1.75842e+06,6.02664e+03,10.075562,1.16308e+06,8.41688e+03,10.187361,9.01415e+05,1.03649e+04,9.874608,0.312753,,,0,8118.75,0.6573,0.3360,,
0.000383,281.7947561,10.76368,KO Aql,2.864055,AV+[G8IV],2.53,0.05,0.55,0.01,1.74,0.07,3.34,0.07,9900,,4426,,1.41,0.06,0.56,0.06,12.05,0.05,2007MNRAS.379.1533S,Simbad,281.79476,10.76368,281.7947561866108,10.7636800640346,0.002,0.001,0,4503821320738678016,281.79477912453,0.0387,10.76362831028,0.0459,4.0035,0.0510,5.234,0.091,-12.020,0.101,1,8.99097e+06,1.05234e+04,8.303849,5.97483e+06,1.26767e+04,8.410575,4.47521e+06,1.95457e+04,8.134886,0.275689,,,0,8132.67,0.5883,0.3113,,
0.069653,295.2730347,13.8156806,QS Aql,2.513294,B5V+[A8IV],4.07,0.09,1.49,0.05,4.08,0.15,1.65,0.2,14500,,7910,78,2.8,0.07,0.96,0.06,13.78,0.11,2017AJ....153...36Z,Simbad,295.27303,13.81568,295.2730205257824,13.8156941975451,0.027,0.024,90,4317157059905694592,295.27304018823,0.8380,13.81563315785,0.7381,1.4730,0.9233,4.435,1.738,-14.177,1.565,0,7.77922e+07,6.04408e+04,5.961025,5.83861e+07,1.61776e+05,5.935615,3.09968e+07,9.96071e+04,6.033629,-0.098014,,,0,8562.50,0.2800,0.1430,,
0.000148,286.0424739,-2.0297397,V337 Aql,2.7338794,B0V+B3V,17.44,0.31,7.83,0.18,9.86,0.06,7.48,0.04,28000,500,23640,500,4.73,0.04,4.2,0.04,24.12,0.11,2014NewA...28...44T,Simbad,286.04247,-2.02974,286.0424739408348,-2.0297396948613,0.001,0.001,90,4261802284445511808,286.04247192796,0.0462,-2.02975490560,0.0432,0.4891,0.0524,-0.467,0.094,-3.533,0.083,0,7.53770e+06,4.85296e+04,8.495268,4.32136e+06,3.06748e+04,8.762337,4.81560e+06,8.17651e+04,8.055294,0.707043,,,0,6253.75,1.5232,0.7645,29.78,1222.205
0.000199,77.4261986,39.5863158,TT Aur,1.332735,B2V+B4,8.1,,5.4,,3.9,,4.2,,24850,,18170,,3.72,,3.24,,12.14,,2004yCat.5115....0S,Simbad,77.4262,39.58632,77.4261985478040,39.5863157619271,0.001,0.001,90,188555356425677184,77.42620038695,0.0409,39.58630351379,0.0290,0.8503,0.0472,0.329,0.076,-2.845,0.051,1,7.13788e+06,6.26306e+04,8.554443,5.19805e+06,1.21917e+05,8.561787,3.37026e+06,8.31346e+04,8.442763,0.119023,,,0,9603.00,,,,
0.000431,78.8739306,46.4059597,IM Aur,1.24728912,B7V+A5V,2.38,,0.77,,2.6,,2.0,,12930,,8150,,2.23,,1.2,,7.14,,2004yCat.5115....0S,Simbad,78.87393,46.40596,78.8739304263728,46.4059596997761,0.001,0.001,90,211807141136171136,78.87390646083,0.0513,46.40593484577,0.0461,1.9706,0.0596,-3.838,0.094,-5.773,0.081,1,1.20544e+07,3.11136e+04,7.985506,8.78664e+06,6.60819e+04,7.991831,4.81026e+06,1.08014e+05,8.056499,-0.064668,,,0,8977.50,0.3125,0.1660,,
0.000369,81.9683558,34.7828733,IU Aur,1.8114743,O9.5V+B0.5IV-V,11.99,0.08,6.07,0.04,6.3,0.2,5.2,0.2,33331,130,28823,194,4.64,0.03,4.22,0.04,16.83,0.08,2009ASPC..404..178S,Simbad,81.96836,34.78287,81.9683557724487,34.7828732001088,0.012,0.010,90,182856896896621952,81.96833228990,0.4231,34.78283423707,0.4036,0.4786,0.5765,-4.479,0.801,-9.049,0.629,0,8.86566e+06,7.35599e+04,8.319088,5.85267e+06,1.62726e+05,8.433004,4.67592e+06,1.20353e+05,8.087253,0.345752,,,0,8353.00,,,,
0.000348,115.2958519,76.0739139,Y Cam,3.305689,A7V+gK5,2.08,0.09,0.48,0.03,3.14,0.05,3.33,0.05,8000,250,4629,150,1.56,0.06,0.66,0.06,12.77,0.19,2015AJ....150..131H,Simbad,115.29585,76.07391,115.2958520519569,76.0739139893763,0.001,0.001,0,1136680382131779584,115.29591589280,0.0214,76.07388785018,0.0311,1.1773,0.0308,3.569,0.046,-6.071,0.058,0,1.19829e+06,4.70247e+03,10.491962,7.54815e+05,9.25121e+03,10.656786,6.48393e+05,8.04623e+03,10.232324,0.424462,,,0,7376.33,1.1923,0.5830,3.57,33.926
0.000583,130.9839028,19.0341778,S Cnc,9.4845011,B9.5V+G8IV,2.33,,0.18,,2.18,,4.83,,9880,,4590,,1.61,,0.97,,25.64,,2004yCat.5115....0S,Simbad,130.9839,19.03418,130.9839028723773,19.0341776532783,0.002,0.001,90,661017766324783360,130.98381450474,0.0534,19.03418776947,0.0343,2.8962,0.0612,-19.402,0.111,2.350,0.076,1,9.60398e+06,1.61571e+04,8.232238,6.42095e+06,2.24045e+04,8.332390,4.78962e+06,3.33502e+04,8.061167,0.271223,,,0,8154.00,,,,
0.000266,129.7855839,31.7956825,RZ Cnc,21.642998,K0-2III+K4,3.2,0.15,0.54,0.05,10.2,0.5,12.2,0.7,4570,,4170,,1.44,0.01,1.36,0.08,50.75,2.15,1976ApJ...208..142P,Simbad,129.78558,31.79568,129.7855839708664,31.7956824572521,0.001,0.001,90,709587249372597760,129.78555847201,0.0364,31.79560662395,0.0220,2.6559,0.0448,-5.034,0.069,-17.613,0.046,1,5.68806e+06,6.54350e+04,8.800956,2.40675e+06,8.00078e+04,9.397810,5.57572e+06,1.45905e+05,7.896167,1.501643,,,0,4471.00,,,10.72,41.368
0.000443,109.8674094,-16.3952503,R CMa,1.1359405,F1V+G8IV,1.67,0.08,0.22,0.07,1.78,0.03,1.22,0.03,7300,,4350,,0.91,0.01,-0.31,0.09,5.66,0.2,2011MNRAS.418.1764B,Simbad,109.86741,-16.39525,109.8674093665862,-16.3952501812634,0.002,0.001,90,3030977013710528768,109.86815420273,0.0512,-16.39584654668,0.0538,23.3532,0.0706,165.960,0.107,-138.510,0.094,0,1.07046e+08,2.91645e+05,5.614437,6.57862e+07,3.88377e+05,5.806051,5.95626e+07,6.24946e+05,5.324485,0.481566,,,0,7068.33,0.8110,0.4745,1.84,7.630
0.000213,163.4027869,-59.4549539,HH Car,3.231497,8V+BIII,17.0,,14.0,,6.1,,10.7,,35580,,29870,,4.73,,4.91,,28.9,,2004yCat.5115....0S,Simbad,163.40279,-59.45495,163.4027868063749,-59.4549538648619,0.001,0.001,0,5338423042200185472,163.40274170822,0.0282,-59.45494353305,0.0298,0.1694,0.0323,-5.323,0.056,2.400,0.060,0,1.54344e+06,1.02669e+04,10.217140,8.99148e+05,1.87831e+04,10.466810,9.69527e+05,1.81548e+04,9.795520,0.671290,,,0,6335.33,,,37.89,2084.083
0.000352,161.0954656,-59.9933272,QZ Car,5.9986,late-OV+O8III,30.0,5.0,20.0,5.0,10.0,2.0,20.0,2.0,36000,,30000,,5.18,0.17,5.46,0.09,51.0,3.0,2017MNRAS.470.2007W,Simbad,161.09547,-59.99333,161.0954655361385,-59.9933272924977,0.003,0.003,0,5350346970905044480,161.09540274713,0.0801,-59.99331455952,0.0943,0.9084,0.1018,-7.293,0.202,2.957,0.223,0,5.99212e+07,3.16024e+05,6.244414,3.90629e+07,6.26255e+05,6.371975,3.14782e+07,3.89191e+05,6.016895,0.355080,,,0,7922.00,0.6760,0.3365,28.86,2954.677
0.000310,42.2312903,69.6342894,RZ Cas,1.1952592,A(2-3)V+K1IV,2.28,0.09,0.77,0.03,1.62,0.02,1.99,0.03,8600,200,4480,200,1.11,0.02,0.15,0.05,6.869,0.084,2006AN....327..905S,Simbad,42.23129,69.63429,42.2312902234048,69.6342893180020,0.001,0.001,0,541801332594262912,42.23132626695,0.0301,69.63445066585,0.0383,15.3148,0.0502,2.913,0.054,37.474,0.074,0,6.21624e+07,5.91300e+04,6.204546,4.11503e+07,1.08686e+05,6.315456,3.04222e+07,1.16077e+05,6.053942,0.261514,,,0,7870.00,0.5330,0.2660,1.76,10.732
0.000432,2.6752831,54.8914889,SX Cas,36.561,midB+K3III,5.1,0.4,1.5,0.4,3.0,0.4,23.5,1.3,8500,500,4000,300,1.6,0.16,2.08,0.16,86.98,7.46,1988A&A...207...37A,Simbad,2.67528,54.89149,2.6752829577839,54.8914889877004,0.001,0.000,90,420596084197761920,2.67527691376,0.0223,54.89147918090,0.0183,1.1428,0.0299,-0.807,0.044,-2.278,0.032,1,5.77045e+06,3.65024e+04,8.785342,2.77770e+06,4.31051e+04,9.242173,4.55320e+06,7.85547e+04,8.116127,1.126046,,,0,4925.33,,,19.23,195.977
0.000232,4.8280933,59.1390394,TV Cas,1.812598,B9V+G5IV,3.78,,1.53,,3.15,,3.29,,10350,,4750,,2.01,,0.69,,10.9,,2004yCat.5115....0S,Simbad,4.82809,59.13904,4.8280934126732,59.1390394284747,0.001,0.001,90,428246623544412416,4.82838029004,0.0264,59.13903455992,0.0226,4.1691,0.0332,34.178,0.049,-1.131,0.040,1,2.48864e+07,7.88842e+04,7.198459,1.73281e+07,8.97265e+04,7.254511,1.13632e+07,1.44397e+05,7.123166,0.131346,,,0,8900.00,,,,
0.000330,41.4784278,65.7264022,TW Cas,1.428324,B9V+F6IV,2.9,,1.18,,2.03,,2.53,,10360,,6340,,1.63,,0.97,,8.52,,2004yCat.5115....0S,Simbad,41.47843,65.7264,41.4784276370142,65.7264022625109,0.001,0.001,0,516316302333109248,41.47855871458,0.0259,65.72635973165,0.0331,3.4657,0.0474,12.515,0.046,-9.878,0.072,1,8.71695e+06,3.56621e+04,8.337454,6.02653e+06,3.92601e+04,8.401219,4.26303e+06,5.33026e+04,8.187624,0.213595,,,0,8995.50,0.6900,0.3097,,
0.000287,8.3765947,62.51116,ZZ Cas,1.243527,B3+[B9],4.9,,1.65,,2.3,,3.1,,19060,,10360,,2.8,,2.0,,9.1,,2004yCat.5115....0S,Simbad,8.37659,62.51116,8.3765947288191,62.5111600787053,0.001,0.001,0,430730248515346560,8.37657970733,0.0283,62.51115667595,0.0279,0.2533,0.0378,-1.610,0.055,-0.790,0.056,0,6.99061e+05,6.90489e+03,11.077079,4.98752e+05,1.04528e+04,11.106676,4.16514e+05,9.03177e+03,10.712845,0.393831,,,0,7252.00,,,13.07,425.741
0.000251,19.7931189,62.3967742,AQ Cas,11.72107,B0.5II-III+B3II,17.63,0.91,12.56,0.81,13.48,0.64,23.55,0.73,27000,1000,16700,400,4.94,0.076,4.59,0.05,67.59,1.21,2013NewA...25...68I,Simbad,19.79312,62.39677,19.7931189758634,62.3967742602433,0.001,0.001,0,511009646904766336,19.79310011494,0.0194,62.39677369787,0.0198,0.3155,0.0290,-2.030,0.034,-0.131,0.037,0,2.12270e+06,9.50693e+03,9.871141,1.06907e+06,1.23810e+04,10.278870,1.55024e+06,1.98107e+04,9.285923,0.992947,,,0,5169.66,,,37.40,900.200
0.000567,19.0539325,56.3285597,GG Cas,3.758719,B5V+KIII-IV,4.35,,3.41,,2.34,,7.26,,15500,,4330,,2.45,,1.22,,20.13,,2004yCat.5115....0S,Simbad,19.05393,56.32856,19.0539323741477,56.3285598412398,0.014,0.011,0,413230043488454656,19.05386047100,0.2531,56.32853015162,0.3589,-2.5400,0.3807,-9.259,0.697,-6.896,0.874,1,2.44482e+06,1.38613e+03,9.717747,1.15827e+06,1.97842e+03,10.191865,1.84431e+06,3.38760e+03,9.097336,1.094529,-33.78,1.20,12,5017.50,,,,
0.000302,176.9884147,-60.5660436,SV Cen,1.6585318,B1V+B6.5III,7.7,,9.6,,7.3,,7.8,,24000,,16000,,4.2,,3.55,,15.23,,1991ApJ...379..721L,Simbad,176.98841,-60.56604,176.9884147236729,-60.5660436831990,0.001,0.001,90,5335388664983921024,176.98836119792,0.0279,-60.56604242902,0.0278,0.4876,0.0352,-6.109,0.056,0.291,0.053,0,4.52879e+06,7.06658e+04,9.048411,3.49987e+06,1.46168e+05,8.991257,2.36264e+06,9.36865e+04,8.828425,0.162831,,,0,9084.00,,,,
0.000626,174.0709792,-61.4670558,BF Cen,3.69334,B7V+[A],8.7,,3.8,,5.1,,7.1,,12950,,9430,,2.82,,2.55,,23.33,,2004yCat.5115....0S,Simbad,174.07098,-61.46706,174.0709791939792,-61.4670559739070,0.001,0.001,0,5335710886269762688,174.07091885353,0.0310,-61.46705200623,0.0461,0.4999,0.0452,-6.694,0.061,0.922,0.086,1,6.17311e+06,7.84621e+04,8.712106,4.67445e+06,1.75329e+05,8.677062,2.45414e+06,1.44743e+05,8.787171,-0.110109,,,0,8604.75,0.1870,0.0973,,
0.000318,175.9406369,-61.7433356,MP Cen,2.993456,B3+B6/7,11.4,0.4,4.4,0.2,7.7,0.1,6.6,0.1,18750,,12390,50,3.8,0.2,3.0,0.2,21.9,0.2,2005MNRAS.360..583T,Simbad,175.94064,-61.74334,175.9406370575694,-61.7433356473817,0.001,0.001,0,5334906700945688448,175.94056437605,0.0294,-61.74333314118,0.0328,0.1821,0.0366,-7.992,0.054,0.582,0.060,1,1.84251e+06,7.61889e+03,10.024841,1.18123e+06,1.45562e+04,10.170549,9.80265e+05,1.12719e+04,9.783562,0.386988,,,0,7506.50,1.1275,0.5540,,
0.000289,213.4159367,-54.6256281,V716 Cen,1.4900943,B5.5V+A2V,5.68,0.07,2.39,0.05,4.08,0.07,3.36,0.02,15500,50,9000,80,2.93,0.03,1.82,0.02,11.0,0.03,2008MNRAS.385..381B,Simbad,213.41594,-54.62563,213.4159365991839,-54.6256280446912,0.002,0.002,0,5895765142704352640,213.41578982062,0.0338,-54.62567844412,0.0507,3.7258,0.0650,-19.736,0.120,-11.706,0.155,0,6.99844e+07,2.98021e+05,6.075862,4.85694e+07,5.85560e+05,6.135482,3.16585e+07,4.98972e+05,6.010694,0.124789,,,0,8657.20,0.5050,0.2465,,
0.000232,15.57684,81.8755781,U Cep,2.4930801,B8Ve+G8IV,4.04,,2.5,,2.57,,4.68,,11560,,4590,,2.02,,0.94,,14.46,,2004yCat.5115....0S,Simbad,15.57684,81.87558,15.5768400267176,81.8755780356787,0.002,0.001,90,566936237123439360,15.57757555031,0.0471,81.87555936736,0.0329,5.0353,0.0428,24.142,0.098,-4.336,0.065,0,3.44021e+07,8.71924e+04,6.846904,2.38317e+07,1.37461e+05,6.908499,1.57937e+07,1.33743e+05,6.765711,0.142787,,,0,8402.00,0.6853,0.3680,,
0.000515,76.5133531,80.2478558,RS Cep,12.4200107,AVe+G8III-IV,2.8,,0.41,,2.65,,7.63,,9190,,4520,,1.65,,1.34,,33.28,,2004yCat.5115....0S,Simbad,76.51335,80.24786,76.5133530229101,80.2478559424681,0.001,0.001,0,556832549897897984,76.51328252494,0.0345,80.24786774486,0.0367,1.1116,0.0377,-2.773,0.061,2.741,0.068,0,1.63950e+06,2.92170e+03,10.151588,1.01754e+06,3.34823e+03,10.332513,9.44743e+05,7.86745e+03,9.823636,0.508877,,,0,7306.00,1.5300,0.7730,4.50,51.923
